txn_id,merchant_id,buyer_id,device_id,ip_id,instrument_id,settlement_account,registration_ip,amount_inr,status,timestamp,is_ring_gt,ring_id_gt
txn_ad6b071925,mer_7fd97613c8,buy_7ed74465dc,dev_6cbbb3d6ef,ip_3af714966a,pi_28095daafb,acct_d867ca8a54,regip_f3dde166d2,732.31,success,2026-06-01T03:22:00,False,
txn_696346ad7e,mer_68d4c503dc,buy_adb418cf96,dev_9f8dd5d239,ip_f1ff46acc5,pi_6163bddf7e,acct_e62cf8ba64,regip_90aaba00d8,467.86,success,2026-06-01T03:26:00,False,
txn_99f2c1a92c,mer_02230b3651,buy_12434356d3,dev_a94d522294,ip_dab5fc06be,pi_d99b14f469,acct_e9616feeb8,regip_7a90e2d169,1197.84,success,2026-06-01T03:30:00,False,
txn_241dadc766,mer_0b7de46b27,buy_33367dcae3,dev_6ff77a83e5,ip_937a4e6aa6,pi_53848e6687,acct_f3d4aeb7f1,regip_a79d6d6d90,1214.6,success,2026-06-01T03:36:00,False,
txn_09fd01b0b0,mer_fad73b0ec6,buy_168c49d6b2,dev_95a1650756,ip_014b05fbf0,pi_dc794d82ce,acct_c82b7fb9af,regip_ab0ea95c1f,387.88,success,2026-06-01T03:59:00,False,
txn_a74bce9aca,mer_e973ea9f86,buy_8e1bb0ecd0,dev_d9c1b48bff,ip_6d8537e60a,pi_7308f2cb24,acct_881f5ee1e8,regip_88a1c059e9,1635.49,success,2026-06-01T04:07:00,False,
txn_9520c812f3,mer_47898b91ad,buy_7a4a2d7b80,dev_83c7c35662,ip_f125a4a973,pi_76a780e65a,acct_44ac179af4,regip_5f9f475150,1126.41,failed,2026-06-01T04:30:00,False,
txn_ce3df2f7ff,mer_37132bb3e2,buy_ea182489d1,dev_30f33306d4,ip_cc00cf7945,pi_1e98e6c446,acct_8e81ea31d3,regip_28ec8b8901,1989.2,success,2026-06-01T04:57:00,False,
txn_9b2d070ea5,mer_e43e24914f,buy_0fa85166e4,dev_3ecd107544,ip_fa713e7f6a,pi_4c42cd5549,acct_44c7b6f46d,regip_4d14bcf81d,276.74,success,2026-06-01T05:00:00,False,
txn_d02f260a46,mer_269c3aaf77,buy_2a498d0d52,dev_9e45a70134,ip_553b28336b,pi_df72d51011,acct_0e405f2cfe,regip_f02a382df8,286.0,success,2026-06-01T05:09:00,False,
txn_26e3884a58,mer_6e911d7711,buy_033b6f77b2,dev_eb2bf3e171,ip_dc20f60476,pi_d67f406160,acct_8b978611b0,regip_70c322f77b,294.77,success,2026-06-01T05:10:00,False,
txn_06c92c76ef,mer_acd9edc1df,buy_750f7eae25,dev_e2f17e9e1b,ip_8f26b3e024,pi_b03b24e306,acct_b26562cd60,regip_2c95f8ef1c,384.82,success,2026-06-01T05:26:00,False,
txn_e5cfd3a8f8,mer_c598e6d665,buy_22f5de43bd,dev_31d2a934c5,ip_58128f8960,pi_10099885ea,acct_3924c85e64,regip_1b682c19a5,2137.89,success,2026-06-01T05:45:00,False,
txn_391c6583a7,mer_e8076c5f51,buy_dbd629470b,dev_c61d11bf07,ip_caf3e57959,pi_04c0a150b2,acct_a34060b60b,regip_6dc228874c,664.1,success,2026-06-01T05:59:00,False,
txn_461a83c1e3,mer_8683b6e587,buy_529a4b9aee,dev_8a9d800720,ip_b3324b07f0,pi_4551e41ac5,acct_aeee834f8a,regip_10662381d5,264.72,success,2026-06-01T06:02:00,False,
txn_e9f6132197,mer_061e904c4e,buy_82d40ea4a5,dev_6476817447,ip_f548e20da4,pi_a0bffa1359,acct_cc68dd5650,regip_d2afc92dcf,616.05,success,2026-06-01T06:03:00,False,
txn_7aff1c5cc6,mer_03c0fd3afa,buy_4968ce477d,dev_3be0814e4d,ip_a526667283,pi_50025a5a4f,acct_5ac4154cb7,regip_8d0d622852,1203.99,success,2026-06-01T06:03:00,False,
txn_1c925b3bb5,mer_2426e81f89,buy_6fddd153a7,dev_eb3c4d24c2,ip_baef05c48d,pi_84d4cc2904,acct_fe6cfc73fd,regip_fb784e70d6,486.79,success,2026-06-01T06:08:00,False,
txn_24c70220f8,mer_e4a287ed52,buy_a3e52d0d79,dev_075375c776,ip_acdab2cf94,pi_64c5fa23f7,acct_6eaba7fe2c,regip_8e36ca1bcf,369.59,success,2026-06-01T06:15:00,False,
txn_af860ba7f7,mer_2eefdcd085,buy_7bd0324948,dev_fca6215518,ip_f5b9907f16,pi_bae8ea36ba,acct_b045cbcf62,regip_bc1e5be245,325.15,success,2026-06-01T06:17:00,False,
txn_f22c548630,mer_2eefdcd085,buy_31e88a6f95,dev_756dba99a2,ip_30e33517d7,pi_5fca30f76e,acct_b045cbcf62,regip_bc1e5be245,621.49,success,2026-06-01T06:20:00,False,
txn_9ead6a1db7,mer_03a346d346,buy_3b5d1e5d55,dev_bb740166b2,ip_a3480d6104,pi_6d7628509b,acct_8e631b53a6,regip_7f27894b83,1296.4,success,2026-06-01T06:21:00,False,
txn_ebabce84f0,mer_873f7f6a15,buy_678f8c0dbb,dev_b9eeb825de,ip_2533781435,pi_9ef64161c4,acct_e6db8a0000,regip_450c317f96,321.39,success,2026-06-01T06:34:00,False,
txn_6d13d5034a,mer_725fbe2766,buy_bba540cc70,dev_3a094f9f05,ip_0604dfca88,pi_cbecdfb529,acct_8f218d1c88,regip_f7113ebb72,273.09,success,2026-06-01T06:47:00,False,
txn_d1fd0b29c5,mer_03a346d346,buy_da89c67ffa,dev_13a11d6ad7,ip_f271a80c50,pi_27334bf422,acct_8e631b53a6,regip_7f27894b83,369.83,success,2026-06-01T06:51:00,False,
txn_427e7d9e1a,mer_5d6d89d1f4,buy_be54f191ce,dev_3aa96efdf8,ip_143bccacdc,pi_e7da0297f1,acct_c56efe1f2c,regip_b0e422c1b5,724.95,success,2026-06-01T06:56:00,False,
txn_6146382d27,mer_292657a9e3,buy_cf323ee9cd,dev_e8469ed936,ip_ba9570d9dc,pi_3e822f5348,acct_3d653cae58,regip_86a2f06f0b,229.84,success,2026-06-01T06:56:00,False,
txn_2f07bb5b50,mer_b29c4b81ab,buy_d9094387f1,dev_23c387c3bd,ip_b9505a2e9d,pi_000a3f68c9,acct_c6242bb5b0,regip_923c456647,373.18,success,2026-06-01T06:57:00,False,
txn_795ff42c86,mer_e7bab721ca,buy_0134aa1bad,dev_7f243e2d34,ip_f894f50f83,pi_4aa643a844,acct_b85e6b0ebd,regip_538227af59,1538.93,success,2026-06-01T07:47:00,False,
txn_1d90f83cd9,mer_d8732e11dd,buy_b0df7773d1,dev_00298598bc,ip_08753e8556,pi_e53b76ed1d,acct_d9a65a6f03,regip_d486814e07,689.04,success,2026-06-01T07:48:00,False,
txn_9970bca016,mer_b804c1a638,buy_a5c9215994,dev_33d6084857,ip_091135f487,pi_11965eda90,acct_a8a9da3884,regip_ce13b4b02a,209.36,success,2026-06-01T07:52:00,False,
txn_bbea3c0f86,mer_229bd81191,buy_cdc230901e,dev_0298ad2a84,ip_7383ac57e7,pi_d29d8ec965,acct_712a320f3c,regip_122b4b4c92,365.65,success,2026-06-01T07:53:00,False,
txn_a163a3d068,mer_229bd81191,buy_38ef06a416,dev_b7a518c5b8,ip_90915732c6,pi_060612709c,acct_712a320f3c,regip_122b4b4c92,463.37,success,2026-06-01T07:53:00,False,
txn_97b0c26577,mer_7dc074fe51,buy_5264539703,dev_b519bbd1ba,ip_21ff12a25c,pi_28241b91d9,acct_e058d452f9,regip_840e8e541e,132.85,success,2026-06-01T08:01:00,False,
txn_66deda4a2c,mer_4782341a24,buy_050a08ceba,dev_4620fdc2ee,ip_c8f71e828a,pi_4763d5df41,acct_9d6873aa95,regip_f04cb7a2c6,280.71,success,2026-06-01T08:09:00,False,
txn_7dda028679,mer_2188e6c87c,buy_8acb798101,dev_28081253da,ip_9cab0bfa75,pi_5faafceee6,acct_99e833f5a5,regip_022de3532d,954.21,success,2026-06-01T08:10:00,False,
txn_fab874f31a,mer_e0f5510bf2,buy_15645838f1,dev_afae7bf215,ip_25d48dd645,pi_d415756838,acct_cadcca984d,regip_1595d2c5e5,631.53,success,2026-06-01T08:29:00,False,
txn_7ba0560f55,mer_269c3aaf77,buy_8c507a863a,dev_694d1c2f1b,ip_a0c5da6722,pi_2b76031102,acct_0e405f2cfe,regip_f02a382df8,142.42,success,2026-06-01T08:30:00,False,
txn_dd39e1a4d1,mer_a3f5ad5cfa,buy_62e502eba3,dev_898ced9258,ip_c16c0bf8b4,pi_2e829fba17,acct_a940290610,regip_b9cd66f13d,857.4,refunded,2026-06-01T08:38:00,False,
txn_74cac70ca6,mer_8dcc16fa65,buy_1c33affcff,dev_9ddf542128,ip_5ddae7fe8a,pi_d7ba960039,acct_097ed04f9d,regip_5b523c89b8,433.65,success,2026-06-01T08:56:00,False,
txn_0dd3443cdd,mer_743be74b60,buy_7cfc050526,dev_1125f2d40c,ip_f335118c8e,pi_be9e31c656,acct_6c507225a3,regip_36e9b4735f,3252.34,refunded,2026-06-01T08:57:00,False,
txn_209a1453c3,mer_58806a5815,buy_fcc3012848,dev_816f652fb6,ip_875ca34a74,pi_d7ce42a703,acct_0a8d84d151,regip_76da4bb231,413.14,success,2026-06-01T09:07:00,False,
txn_7ab42dc369,mer_4e5214c835,buy_e2951db040,dev_9d7dacd63a,ip_e376d0d4fc,pi_11fd0f49ee,acct_4c88cd596b,regip_3819833336,388.23,success,2026-06-01T09:09:00,False,
txn_3bbe632b8f,mer_1155ec0968,buy_b0df7773d1,dev_00298598bc,ip_08753e8556,pi_e53b76ed1d,acct_6bec5fb1cb,regip_a313831414,1074.8,success,2026-06-01T09:26:00,False,
txn_ab556b0638,mer_020aabaca4,buy_5077602dc6,dev_8fe61034e6,ip_155ea547e9,pi_0f39482ad4,acct_a0ea98fd02,regip_db8a5bdce2,2166.41,success,2026-06-01T09:28:00,False,
txn_9457ffaa59,mer_d121e97e58,buy_05793c21f4,dev_e86b48e865,ip_fa6394c531,pi_345c8bd58f,acct_5a65cac77a,regip_88ae80ccf1,192.89,success,2026-06-01T09:35:00,False,
txn_ed786f6ff9,mer_d4d915a0d9,buy_30f39c69a9,dev_c81bd018d6,ip_b09d8dead2,pi_2466f2fc29,acct_bc97b224b7,regip_3dd3fbf333,614.29,success,2026-06-01T09:37:00,False,
txn_a1b3ab47f0,mer_ae4d605fe9,buy_e766b4f5bd,dev_5597cdc319,ip_5d8ec75060,pi_0f5061d66b,acct_a50e0b3f07,regip_bb3c989c75,207.03,success,2026-06-01T09:39:00,False,
txn_17fbbae0bc,mer_fad73b0ec6,buy_a7cd8d2100,dev_0bc017216e,ip_1961ec1a92,pi_acd82a29cc,acct_c82b7fb9af,regip_ab0ea95c1f,579.95,success,2026-06-01T10:08:00,False,
txn_74fb1d617a,mer_37ea0b73ab,buy_120ef969f7,dev_010c47c468,ip_d05751aa58,pi_f44869004c,acct_d9b042cc0f,regip_7c8e9a7e45,450.62,success,2026-06-01T10:22:00,False,
txn_009b7089e4,mer_1a120cef55,buy_7a8b0a878c,dev_003a79b8fe,ip_1af46740c0,pi_a3bea06d73,acct_7b4af6eecd,regip_6bf3d51613,1445.55,success,2026-06-01T10:25:00,False,
txn_596c310c3c,mer_e0f5510bf2,buy_ab2c8cae83,dev_1fb377e4e5,ip_e9c90c5c58,pi_065edc5c71,acct_cadcca984d,regip_1595d2c5e5,349.53,refunded,2026-06-01T10:40:00,False,
txn_750b2a69b1,mer_aa807865ac,buy_fa907afd83,dev_e6a7ce32ed,ip_608bcc0e9b,pi_b1269f7186,acct_853e61beea,regip_9633e21a48,633.18,success,2026-06-01T10:47:00,False,
txn_0192f9ccc3,mer_37ea0b73ab,buy_2a1919be72,dev_408694fdff,ip_f199806972,pi_bb62191832,acct_d9b042cc0f,regip_7c8e9a7e45,484.73,success,2026-06-01T10:48:00,False,
txn_d40a6d9d36,mer_e00d584b7c,buy_4df9651753,dev_c69bf39107,ip_0d03919986,pi_97d50054e1,acct_7eefcf784e,regip_66229d194d,634.79,success,2026-06-01T10:55:00,False,
txn_1dd0755368,mer_aa99dbcf79,buy_9811f4992c,dev_bf7c218868,ip_56fafa2619,pi_f54eebfae7,acct_f99b8dffa6,regip_86877a92bc,1244.87,success,2026-06-01T11:01:00,False,
txn_bd210b0350,mer_e00d584b7c,buy_9e57e658bb,dev_85ab590f98,ip_83ebd942c8,pi_a0204c8896,acct_7eefcf784e,regip_66229d194d,1722.62,success,2026-06-01T11:04:00,False,
txn_66a0f2b797,mer_007aa3985c,buy_304c431739,dev_108050c503,ip_c08b6a61ee,pi_aec7adaaa5,acct_7c8f38d29e,regip_f3aeeff2c2,376.78,failed,2026-06-01T11:11:00,False,
txn_2dacb2ecee,mer_b65cdb4de2,buy_be54f191ce,dev_3aa96efdf8,ip_9b24cde80f,pi_e7da0297f1,acct_664956b167,regip_0cf487f3d6,538.9,success,2026-06-01T11:18:00,False,
txn_f1297258cd,mer_03017c107a,buy_81b204bd20,dev_57f8aecd1c,ip_f62bdde9a6,pi_d464987999,acct_e32eb83d21,regip_2c2b609ed3,450.14,success,2026-06-01T11:19:00,False,
txn_90a9019656,mer_e973ea9f86,buy_bcae3d942f,dev_f09cc7b1e4,ip_ddc558351c,pi_3cb6adf068,acct_881f5ee1e8,regip_88a1c059e9,1197.45,success,2026-06-01T11:24:00,False,
txn_3fc063516e,mer_67b2b94576,buy_8b882cc3c0,dev_db5de9cdb3,ip_ca85cde600,pi_66efeaa54e,acct_ddaea507e1,regip_7682a929f0,1571.74,success,2026-06-01T11:49:00,False,
txn_c210a3a1a2,mer_499d6fd5c6,buy_f463f9d501,dev_d0211e70df,ip_a6ec7b91f1,pi_2ce2ac3eb7,acct_31a4392352,regip_84e5146b99,1844.83,success,2026-06-01T11:53:00,False,
txn_588d9f54eb,mer_7f4e197b54,buy_663fd3e743,dev_a7ada24105,ip_b46d03a6e0,pi_496cc11c76,acct_2e8049ab3a,regip_876a8908fd,547.79,success,2026-06-01T12:04:00,False,
txn_5ba85de09c,mer_b65cdb4de2,buy_4017f7e025,dev_4be05c8a3a,ip_2d30713408,pi_ba6fd019af,acct_664956b167,regip_0cf487f3d6,1353.47,success,2026-06-01T12:37:00,False,
txn_441481b3f9,mer_a56d1a47e8,buy_16cd3e572b,dev_fb798a0df2,ip_a932815a3c,pi_ae6427647f,acct_15b5f23ec6,regip_f14b592560,170.66,success,2026-06-01T12:43:00,False,
txn_50d651ddb0,mer_292657a9e3,buy_ee11e39877,dev_3504918eed,ip_aa2979241a,pi_c346cb6667,acct_3d653cae58,regip_86a2f06f0b,646.34,success,2026-06-01T13:01:00,False,
txn_3db365508e,mer_905f5ce2a7,buy_16190b4e42,dev_abfdcebd9d,ip_c9e6e36ad6,pi_a36dc4c995,acct_fc5b69ac63,regip_68dde8339f,520.85,success,2026-06-01T13:05:00,False,
txn_8a12664671,mer_d9f965b0e2,buy_9b905f5e6e,dev_1117d21a48,ip_d74e8381a1,pi_6f8c68645a,acct_90250cd77d,regip_882ca55581,1086.72,failed,2026-06-01T13:15:00,False,
txn_9275e84efc,mer_f08862bd0a,buy_496b3ba775,dev_5a53f4499a,ip_ff0a24e772,pi_476bafd722,acct_f3ad8136ec,regip_d364d71075,1010.13,success,2026-06-01T13:20:00,False,
txn_2867caef11,mer_8683b6e587,buy_907a6e8c1c,dev_27c17486d8,ip_c82bf6c607,pi_ebc1eaa6b1,acct_aeee834f8a,regip_10662381d5,500.67,failed,2026-06-01T13:25:00,False,
txn_66b401f6dd,mer_55091cb66d,buy_365b966cfe,dev_a04767e69f,ip_cd32dc6c8f,pi_e3c2bb053d,acct_faa19174ec,regip_2272f48377,319.25,success,2026-06-01T13:26:00,False,
txn_f0573d217b,mer_ef192eee00,buy_9fa37fa17c,dev_22f2a1c96f,ip_4183f57cbf,pi_c01c8c32b4,acct_106076dbe7,regip_89e72f9598,206.2,success,2026-06-01T14:02:00,False,
txn_5ac43c12cf,mer_5d6d89d1f4,buy_040a651cc4,dev_ea9828bc99,ip_a41cbdb91d,pi_fab383d7b3,acct_c56efe1f2c,regip_b0e422c1b5,880.37,success,2026-06-01T14:19:00,False,
txn_85312bb18b,mer_5bb7aec3fd,buy_4177d91c50,dev_b369b5966e,ip_0576f823bf,pi_a3ac6a004d,acct_1a1fff4f2d,regip_5f9f0215db,1382.18,success,2026-06-01T14:20:00,False,
txn_3ccb24c4a2,mer_ac4ea31543,buy_a87735130f,dev_d5aa956059,ip_d2c8220533,pi_5739a5e1f0,acct_79b87eda1c,regip_da6aa97e6c,2725.46,success,2026-06-01T14:30:00,False,
txn_b0c8993b98,mer_0b9af9f24c,buy_1569563e16,dev_a33f8e77dc,ip_b2ddb9b365,pi_d2a41d4340,acct_4e1e499cf7,regip_f02bff7df2,843.14,success,2026-06-01T14:31:00,False,
txn_6418c295f8,mer_7b6ee5f191,buy_12e9a6669c,dev_27e4ee3aec,ip_fec715b51e,pi_5395d0b3c3,acct_e4fddfbf8e,regip_06da2f00c2,611.51,failed,2026-06-01T14:36:00,False,
txn_b196c44044,mer_f1321951b1,buy_ef9b7b0768,dev_12f56bedbf,ip_baeccb1f0d,pi_898613ec49,acct_a82bb5001d,regip_33a43be55d,522.71,success,2026-06-01T14:37:00,False,
txn_cb30393a2b,mer_76ad146476,buy_63664498f0,dev_87aa2d9038,ip_e8c9dc6eeb,pi_f1f5f9701c,acct_3c3a26801b,regip_ad103849e5,589.84,success,2026-06-01T14:38:00,False,
txn_989784f891,mer_d35a208bae,buy_1f8e52f0f2,dev_918d126aa7,ip_432e7ae231,pi_1c2e62144c,acct_caf1afc4f7,regip_1e547c1866,417.06,success,2026-06-01T14:40:00,False,
txn_3be5866707,mer_df6e5ebd31,buy_7f59a1e880,dev_c831e4771b,ip_2991f47e51,pi_04dcf5ae8f,acct_e5b145e10d,regip_dfdfc14f22,3966.07,refunded,2026-06-01T14:41:00,False,
txn_3d5780d10c,mer_20760985c4,buy_f64d253845,dev_dc7c5d60ad,ip_fcd0309668,pi_00a8e2ffc0,acct_d67dc58cd9,regip_26dfa7df8a,350.99,success,2026-06-01T14:45:00,False,
txn_8ed5263650,mer_bd54c17c8b,buy_e960a51897,dev_e85aa32f22,ip_e89993e44d,pi_d4e9b87aab,acct_971dbfd098,regip_e680e5f275,479.7,success,2026-06-01T15:06:00,False,
txn_c86970809c,mer_6e911d7711,buy_b471745206,dev_0257957fee,ip_fda35df170,pi_b38281414a,acct_8b978611b0,regip_70c322f77b,3438.13,success,2026-06-01T16:23:00,False,
txn_f75b97f572,mer_bad51245c9,buy_9d98153785,dev_d8135edc35,ip_44d9708558,pi_370aa958ee,acct_453c3b4dac,regip_dafd9c3f14,2344.9,success,2026-06-01T16:24:00,False,
txn_3b309742cf,mer_c598e6d665,buy_cae266fdf5,dev_bb8eae1f4a,ip_419f6204ac,pi_c3c2e0026d,acct_3924c85e64,regip_1b682c19a5,222.47,success,2026-06-01T16:26:00,False,
txn_2dce24c2e1,mer_8683b6e587,buy_44fec40a95,dev_2c65a49da4,ip_677059f6a2,pi_f422a72f26,acct_aeee834f8a,regip_10662381d5,878.01,success,2026-06-01T16:27:00,False,
txn_e59fe7d58e,mer_2462e75ee6,buy_bfbda5adc0,dev_ef1c7325af,ip_56d19436e9,pi_4546e523f4,acct_ff612b496a,regip_285290f469,555.78,success,2026-06-01T16:46:00,False,
txn_f67cd5e419,mer_499d6fd5c6,buy_5508329c6c,dev_ce0d8843c0,ip_f02c9b8420,pi_2a6db388ef,acct_31a4392352,regip_84e5146b99,1030.5,success,2026-06-01T16:46:00,False,
txn_fc80cb3c00,mer_b638717779,buy_4b05c3a596,dev_bde157d957,ip_5cfd254a48,pi_b0d0017520,acct_54109de3d9,regip_36583c4b0d,1323.26,success,2026-06-01T16:46:00,False,
txn_2e0ba61404,mer_2426e81f89,buy_f1088bde7b,dev_35727a91a2,ip_432497cfd9,pi_c1a3f23bc6,acct_fe6cfc73fd,regip_fb784e70d6,670.43,success,2026-06-01T16:50:00,False,
txn_5df461cadb,mer_c598e6d665,buy_b8fea52d85,dev_d2110ac53c,ip_56ac1d6241,pi_1515452aaf,acct_3924c85e64,regip_1b682c19a5,901.34,success,2026-06-01T16:59:00,False,
txn_50d6ff6ea1,mer_7b6ee5f191,buy_374848d79d,dev_a21892768f,ip_2ab423836c,pi_3cdc7f6a5c,acct_e4fddfbf8e,regip_06da2f00c2,1514.59,failed,2026-06-01T17:13:00,False,
txn_044763c644,mer_69b346f59d,buy_24be9e1807,dev_9128d6db4d,ip_4cc21cf402,pi_08c5a6c97a,acct_57dafa1358,regip_f94581f4e9,1850.37,success,2026-06-01T17:22:00,False,
txn_635949fc3b,mer_905f5ce2a7,buy_652c436261,dev_e6adb35120,ip_d15d99239c,pi_6b8ccfb925,acct_fc5b69ac63,regip_68dde8339f,965.33,success,2026-06-01T17:34:00,False,
txn_a740a86031,mer_7f4e197b54,buy_c6907e761d,dev_4be7d63d1e,ip_b4ecdd60b1,pi_cb59694073,acct_2e8049ab3a,regip_876a8908fd,681.74,success,2026-06-01T18:14:00,False,
txn_8c38a12b00,mer_01793a5a29,buy_c9e44a494b,dev_fe4a488b28,ip_d05004f573,pi_cb421a8664,acct_b2b9bafc37,regip_98ba94da48,742.69,success,2026-06-01T18:18:00,False,
txn_51e73e9150,mer_2eefdcd085,buy_78722a0e7c,dev_678c0ca8f8,ip_712f570e1e,pi_1229d7a816,acct_b045cbcf62,regip_bc1e5be245,209.33,success,2026-06-01T18:30:00,False,
