txn_id,is_ring_gt,ring_id_gt
txn_588d9f54eb,False,
txn_5ba85de09c,False,
txn_441481b3f9,False,
txn_50d651ddb0,False,
txn_3db365508e,False,
txn_8a12664671,False,
txn_9275e84efc,False,
txn_2867caef11,False,
txn_66b401f6dd,False,
txn_f0573d217b,False,
txn_5ac43c12cf,False,
txn_85312bb18b,False,
txn_3ccb24c4a2,False,
txn_b0c8993b98,False,
txn_6418c295f8,False,
txn_b196c44044,False,
txn_cb30393a2b,False,
txn_989784f891,False,
txn_3be5866707,False,
txn_3d5780d10c,False,
txn_8ed5263650,False,
txn_c86970809c,False,
txn_f75b97f572,False,
txn_3b309742cf,False,
txn_2dce24c2e1,False,
txn_e59fe7d58e,False,
txn_f67cd5e419,False,
txn_fc80cb3c00,False,
txn_2e0ba61404,False,
txn_5df461cadb,False,
txn_50d6ff6ea1,False,
txn_044763c644,False,
txn_635949fc3b,False,
txn_a740a86031,False,
txn_8c38a12b00,False,
txn_51e73e9150,False,
txn_cc530a0f7a,False,
txn_4a2d8371f0,False,
txn_077193fef6,False,
txn_3ca24c066f,False,
txn_f909ee8897,False,
txn_111bbdaa9d,False,
txn_a2e4eda38a,False,
txn_232a20c74c,False,
txn_9b6e557107,False,
txn_14f007e700,False,
txn_5efc17b41b,False,
txn_c4018e5c4e,False,
txn_5ea035c2ed,False,
txn_5bf527a194,False,
txn_00dfcd6b84,False,
txn_7e25000c6c,False,
txn_2fe6eddd5a,False,
txn_954260e37a,False,
txn_eb416b1a2c,False,
txn_1d8157ded2,False,
txn_36b0e6c051,False,
txn_8c95457926,False,
txn_fa5cb27b67,False,
txn_dd50049bc8,False,
txn_421357a4fd,False,
txn_10346ff3ee,False,
txn_96b275fa22,False,
txn_98a9d82329,False,
txn_a3bae53045,False,
txn_62521047fe,False,
txn_dbde9dd9c5,False,
txn_8fea465811,False,
txn_a2fe847017,False,
txn_ab79fae8ea,False,
txn_2d6707d83f,False,
txn_f5e58dcb06,False,
txn_4161dafa3e,False,
txn_6a33d8c04b,False,
txn_e631e0cc4c,False,
txn_5abe87cbe3,False,
txn_ec07ff3801,False,
txn_0d98b393fa,False,
txn_f0873ae8e0,False,
txn_8573354d0f,False,
txn_5e1efac115,False,
txn_32ef34ba99,False,
txn_b820fef8a6,False,
txn_3e92d2c932,False,
txn_9256242648,False,
txn_788696ab96,False,
txn_063d86cbb3,False,
txn_3236b5f092,False,
txn_a2f76e072e,False,
txn_7349468680,False,
txn_63f97b9f44,False,
txn_0339319831,False,
txn_8bacc3c797,False,
txn_c759662699,False,
txn_127b641c2b,False,
txn_127119a4cc,False,
txn_fef20f33b7,False,
txn_3b46e6fb92,False,
txn_d6a7ae6ccf,False,
txn_6ad3e2ee24,False,
txn_566b372549,False,
txn_edc028f1f1,False,
txn_739a6761f9,False,
txn_76ebacc540,False,
txn_16ab1ba3d7,False,
txn_8b82fbfb22,False,
txn_4d43160d35,False,
txn_ef7307797a,False,
txn_a531b36b87,False,
txn_497ddf96ab,False,
txn_cfc9f0abca,False,
txn_56f25d70d3,False,
txn_a3a7a38c73,False,
txn_b424d1472f,False,
txn_763f7821cc,False,
txn_289c551108,False,
txn_1b4bc9007c,False,
txn_34e06f7073,False,
txn_3420193181,False,
txn_d806aa1a4b,False,
txn_da1912d6e2,False,
txn_057c22925e,False,
txn_974780714d,False,
txn_b66e1c891b,False,
txn_b816aff666,False,
txn_4b66379c56,False,
txn_0a086649ef,False,
txn_dca99bfa87,False,
txn_5dfe4a80d0,False,
txn_65c0eb719b,False,
txn_2abd7154ad,False,
txn_388c18e9a6,False,
txn_37c982bfaa,False,
txn_9c70a4743b,False,
txn_615d5a1acb,False,
txn_10bc08bec5,False,
txn_1ef24b2180,False,
txn_24e5497729,False,
txn_b0b6840445,False,
txn_2b9ea1e215,False,
txn_860a546883,False,
txn_fd4bb37bd6,False,
txn_e7933fd66a,False,
txn_6c741ed70d,False,
txn_e506b0b3a6,False,
txn_9b2baedd0a,False,
txn_5548db3278,False,
txn_a862042a0a,False,
txn_647b3cd59d,False,
txn_9e1351cb30,False,
txn_7355f0c0e7,False,
txn_8ce737e95d,False,
txn_fbe820d762,False,
txn_238b7f46d2,False,
txn_0f65330173,False,
txn_b8481ff384,False,
txn_c90a2a2f44,False,
txn_7f188dfa86,False,
txn_296eb9cdf1,False,
txn_4291e7bf39,False,
txn_ac31d5f44c,False,
txn_cc6fe8a4e2,False,
txn_ba930cfcba,False,
txn_11a3e5c7c0,False,
txn_64e76b877f,False,
txn_93e9d86d23,False,
txn_fdd48e37cc,False,
txn_ba902f4ce2,False,
txn_824ecc8323,False,
txn_3bee33d858,False,
txn_3f5bc86e6c,False,
txn_9a3812e500,False,
txn_9b968a6133,False,
txn_c65e69dde6,False,
txn_7f7a0cb081,False,
txn_bda1c42d26,False,
txn_6cffbe6d60,False,
txn_ee4d9c0391,False,
txn_2550b3db45,False,
txn_f22257ba11,False,
txn_1f75ed2a38,False,
txn_317e007463,False,
txn_c276ec823b,False,
txn_3b2ede004b,False,
txn_9fb93b6b35,False,
txn_e8feb2f64b,False,
txn_5b6ca59dd3,False,
txn_3f3ba61872,False,
txn_56f294375d,False,
txn_e86aa09ada,False,
txn_ac00ceab19,False,
txn_e27ca64f13,False,
txn_26d3d166cb,False,
txn_c285b0794e,False,
txn_c69509c8df,False,
txn_ab5c2d9287,False,
txn_adaa54885a,False,
txn_b56d6e68f9,False,
txn_16dce0b4bf,False,
txn_c2c73b1b03,False,
txn_3e7d1c6f48,False,
txn_a2c9b9807c,False,
txn_5157b6a525,False,
txn_8f67d332c8,False,
txn_784af8e4cb,False,
txn_9be29751b4,False,
txn_3c0ae0e447,False,
txn_1d4215e5a2,False,
txn_67eb3db7b8,False,
txn_d2b49f6584,False,
txn_3d722a8c95,False,
txn_3c8a0c6f4a,False,
txn_04d5748a92,False,
txn_a851344151,False,
txn_14a6eef965,False,
txn_15518bb46a,False,
txn_ae9b067173,False,
txn_fb0a9854a9,False,
txn_cda8c940fc,False,
txn_b8a3fc93b5,False,
txn_7475f8d4f8,False,
txn_68ff460270,False,
txn_64d5ed18ca,False,
txn_0e6a22c78d,False,
txn_7b54d9b6d5,False,
txn_d1536c9f32,False,
txn_9dfc3fa060,False,
txn_ea116b0799,False,
txn_c48c036759,False,
txn_4540084dfe,False,
txn_e1b1c52f6d,False,
txn_57325467c0,False,
txn_17704af63b,False,
txn_7d205db3e3,False,
txn_e11c6cc761,False,
txn_dbca17c0c7,False,
txn_2b2170a7b1,False,
txn_9e8db0f199,False,
txn_afec3f79a8,False,
txn_28891878f7,False,
txn_daabdcada3,False,
txn_62f9af73f4,False,
txn_dd12df9f92,False,
txn_e89fafc63e,False,
txn_2f7dcaf7c0,False,
txn_24af8e67df,False,
txn_30f394f95c,False,
txn_5c163e43b2,False,
txn_cac3870d4a,False,
txn_c67610f07a,False,
txn_e92702b36d,False,
txn_99c2e14ad7,False,
txn_9a27d7a31b,False,
txn_8ffbeef36a,False,
txn_ffe1239d6d,False,
txn_7fc1c02870,False,
txn_54bc482692,False,
txn_b15e51e2ab,False,
txn_0804a55858,False,
txn_0b494608bc,False,
txn_9eb8b472eb,False,
txn_c30dacd03f,False,
txn_a90331d08b,False,
txn_98395e5a57,False,
txn_b8f6207092,False,
txn_6ae5434f3c,False,
txn_4dbc818867,False,
txn_a41327a0d3,False,
txn_9c83e0f6ff,False,
txn_19c86c05b6,False,
txn_0c58faea97,False,
txn_0ce4afe178,False,
txn_1d20426daa,False,
txn_62bf8e6c66,False,
txn_39b87fc89e,False,
txn_3f58960e63,False,
txn_be6e7b166f,False,
txn_d509416510,False,
txn_b2c919c80d,False,
txn_1a79298de5,False,
txn_42f019aaf6,False,
txn_bb70728124,False,
txn_0fbcf1e4bb,False,
txn_c51795a410,False,
txn_8a69a19b5c,False,
txn_95eb0b7cb0,False,
txn_18599a24b5,False,
txn_7c27d7fb28,False,
txn_302f2e7ef5,False,
txn_c079481152,False,
txn_31e662e9ba,False,
txn_72cf23ef7e,False,
txn_711e0b92a0,False,
txn_93ae818356,False,
txn_3dfe2349db,False,
txn_0000e15141,False,
txn_3c0e062d58,False,
txn_19d8443b75,False,
txn_bd772ccb61,False,
txn_5a238a4512,False,
txn_a3471bfdea,False,
txn_6a7d4f4848,False,
txn_20436c52cd,False,
txn_73aea83b83,False,
txn_d29abc5831,False,
txn_665446f772,False,
txn_659b7968ee,False,
txn_e952fde442,False,
txn_c8f022ec35,False,
txn_8c21bfbafb,False,
txn_906fcdfc13,False,
txn_bc52ed70a5,False,
txn_e0aceee3d5,False,
txn_0d0cd0ce0e,False,
txn_d9651ed5dc,False,
txn_705425a16b,False,
txn_c9c51f0617,False,
txn_8c6ebac744,False,
txn_ab99242a37,False,
txn_ae19807357,False,
txn_a569d84da9,False,
txn_eee6855eea,False,
txn_0afdd4804a,False,
txn_0bde61c05e,False,
txn_3b0cf9f3cd,False,
txn_ded5f56fc9,False,
txn_37637d3da5,False,
txn_7bb43ac6ea,False,
txn_cf49d2aac3,False,
txn_3bda06b47c,False,
txn_4bf2228e99,False,
txn_917d6b3d92,False,
txn_97405b5232,False,
txn_32588ab943,False,
txn_a09976df9d,False,
txn_cec0c33dbe,False,
txn_86ce9c5477,False,
txn_2d41dbd302,False,
txn_1c18ad50c8,False,
txn_7efba116c5,False,
txn_b81c017450,False,
txn_63c95db1dd,False,
txn_30126190ad,False,
txn_41ce7d5fa0,False,
txn_d1794a3af8,False,
txn_0281285b4b,False,
txn_edd941e4b8,False,
txn_ad24ee4300,False,
txn_085b6aa2ea,False,
txn_5b8a3dc8f5,False,
txn_fc2a6ce305,False,
txn_596fe16480,False,
txn_e180720137,False,
txn_074f821f32,False,
txn_057b522d0b,False,
txn_7c9ce21056,False,
txn_2640ad9615,False,
txn_9050854b87,False,
txn_a4dcabefa1,False,
txn_cfb5b710fa,False,
txn_ea8b2cffa2,False,
txn_886cda4deb,False,
txn_934f14fb4d,False,
txn_5184bc3f50,False,
txn_b03b19d5e1,False,
txn_717e2a498e,False,
txn_3b711398f7,False,
txn_a3f3295376,False,
txn_55f9b0a74a,False,
txn_86675318e0,False,
txn_d584439364,False,
txn_2dca928d4f,False,
txn_bdbd903993,False,
txn_e866904e25,False,
txn_6a620eb168,False,
txn_ac69d5dc2a,False,
txn_9f2473e000,False,
txn_b136a0c17b,False,
txn_93f89249a9,False,
txn_9c3222878f,False,
txn_0f94c80da0,False,
txn_fa835639e9,False,
txn_55f900e89c,False,
txn_b118547fcc,False,
txn_1e415c0b74,False,
txn_d51c37ead0,False,
txn_c658add77e,False,
txn_c3c0cdc749,False,
txn_7236ab35c1,False,
txn_c4cad28391,False,
txn_6fc1e929c4,False,
txn_fb8127de69,False,
txn_4942fc41d1,False,
txn_64725a83c8,False,
txn_0123f77f92,False,
txn_7b3b64ab47,False,
txn_1b9ec8256a,False,
txn_64236fa0fa,False,
txn_9f6a3adf27,False,
txn_f9bfe6e69c,False,
txn_1b0a503dea,False,
txn_2496e5d975,False,
txn_6561a8a413,False,
txn_e1146519c1,False,
txn_4c71361dfb,False,
txn_5f8ef0651b,False,
txn_dc2366b3ae,False,
txn_1724a74b4a,False,
txn_4d7c23ed22,False,
txn_4aef75e182,False,
txn_6a230e4ad3,False,
txn_d5ddd7f3b3,False,
txn_0a8f44e354,False,
txn_970c50ff21,False,
txn_c476828dc7,False,
txn_789ae12981,False,
txn_8ec9f56562,False,
txn_b38dc3a628,False,
txn_dba395b092,False,
txn_9e29bfdf0b,False,
txn_8043f07336,False,
txn_4e8d2ffbbe,False,
txn_9749783a18,False,
txn_54f5c93b59,False,
txn_5d45c1c4c0,False,
txn_d2c7f559dc,False,
txn_7f7b4ed656,False,
txn_39e692f086,False,
txn_2111a0cf19,False,
txn_87cf6100d8,False,
txn_cf6f42e77d,False,
txn_a8a5d999d1,False,
txn_cab761653e,False,
txn_3b6482c8d8,False,
txn_cb552e89f3,False,
txn_ba9db98867,False,
txn_88e3e9cb81,False,
txn_a611c8620f,False,
txn_496cfe3838,False,
txn_7ffd00f055,False,
txn_a35af270ff,False,
txn_02105bd562,False,
txn_a3022cd724,False,
txn_b58ac577ab,False,
txn_0b2652bcf5,False,
txn_63c46c8379,False,
txn_fa50678c10,False,
txn_7f3665eb45,False,
txn_3ad750016c,False,
txn_f7f52dc2b8,False,
txn_23f6636dc1,False,
txn_559971ae33,False,
txn_390ebf6d8b,False,
txn_d61a1ac8a8,False,
txn_25397bc18f,False,
txn_ef7bf2b056,False,
txn_60d354613a,False,
txn_cc6e820b11,False,
txn_130b6b3aeb,False,
txn_96dcfecea1,False,
txn_3f38190366,False,
txn_17e33a8d63,False,
txn_6f09b02e1b,False,
txn_9140473151,False,
txn_0528045735,False,
txn_a6ed18095e,False,
txn_03a62d7e55,False,
txn_47bf301639,False,
txn_1dff6345e6,False,
txn_c09fed4088,False,
txn_3e40cdbf5b,False,
txn_506fba222d,False,
txn_7582bf93a7,False,
txn_3a5f85b3b9,False,
txn_901cda5435,False,
txn_41847b7ef1,False,
txn_ceb856c024,False,
txn_e6c76cb23c,False,
txn_4fce629665,False,
txn_f19eb70dbb,False,
txn_415f4377a1,False,
txn_5f4c1fc639,False,
txn_2735cddc41,False,
txn_7b81d8f5ac,False,
txn_b85e81fb5b,False,
txn_2883b7b803,False,
txn_1ce34ba060,False,
txn_5c71d4367b,False,
txn_6e39b2fdc5,False,
txn_95591fafc9,False,
txn_c7998d81aa,False,
txn_41492d3864,False,
txn_01e341e323,False,
txn_933cb720a9,False,
txn_ec57ef9244,False,
txn_ad1a6a9178,False,
txn_b2ad74c4a0,False,
txn_47116e0b8d,False,
txn_72d254862e,False,
txn_c88aef0b92,False,
txn_fcfba11a00,False,
txn_8f3d79970c,False,
txn_7d4ae6751c,False,
txn_ce5e34cb1f,False,
txn_42d94acba0,False,
txn_92acb2f0ec,False,
txn_2a86e54334,False,
txn_91bae4c3d7,False,
txn_da41b4d946,False,
txn_afd2547a2d,False,
txn_bf0883b9b3,False,
txn_872bf077a7,False,
txn_af44f2696f,False,
txn_39c3a52df8,False,
txn_864a082aeb,False,
txn_2e5a281792,False,
txn_b1b2e0a411,False,
txn_128572f1a2,False,
txn_53ac4698d2,False,
txn_eee73a874f,False,
txn_a109ef32c4,False,
txn_ef7d3f2982,False,
txn_21476b5382,False,
txn_62356cece2,False,
txn_84d82f0f39,False,
txn_a1831297b9,False,
txn_ed2aff2477,False,
txn_2e140f12e2,False,
txn_d2fea48fbf,False,
txn_775beb8783,False,
txn_ff0633b47d,False,
txn_3751c6b7f6,False,
txn_db4f5e13d3,False,
txn_f519778f10,False,
txn_435cb57cf9,False,
txn_5860ae0a02,False,
txn_61c5e6591d,False,
txn_0e45473642,False,
txn_2f2de94cc3,False,
txn_040d686f43,False,
txn_0a0f7c610b,False,
txn_da9e7310d1,False,
txn_b33d747861,False,
txn_f05ebcc146,False,
txn_8a0838a3d3,False,
txn_1615be1dde,False,
txn_1a5c889817,False,
txn_7e4525d877,False,
txn_6fc6cb1d50,False,
txn_34532e6b13,False,
txn_21506d1cdf,False,
txn_8c37f167c4,False,
txn_0293db40ca,False,
txn_d5be76b1bd,False,
txn_2a73939cbe,False,
txn_33c8830bef,False,
txn_ab95bcc4f1,False,
txn_5d7a6b3ec6,False,
txn_f548886076,False,
txn_fd4109fd73,False,
txn_cf92727b54,False,
txn_ba09fc61ef,False,
txn_df939c0d3d,False,
txn_72c9829aaf,False,
txn_2b4ae8403f,False,
txn_b05eb71888,False,
txn_60179a34af,False,
txn_ca4bae28e8,False,
txn_0838912810,False,
txn_35e4cbd970,False,
txn_0f00c2b26c,False,
txn_8fff90ce94,False,
txn_77d2414347,False,
txn_101f79683c,False,
txn_9255fba878,False,
txn_282144a7de,False,
txn_0684ac03ae,False,
txn_41376bb7b1,False,
txn_3980200eb9,False,
txn_f9e0845a87,False,
txn_219aeadb8a,False,
txn_9ae74ca5eb,False,
txn_1c66b03a42,False,
txn_911cc8e49c,False,
txn_70cf3d53e2,False,
txn_90700a17fb,False,
txn_a42d09c14a,False,
txn_e332984c92,False,
txn_1c5d206d4a,False,
txn_36b4897a8f,False,
txn_ed2842c6e6,False,
txn_0f85ead596,False,
txn_6e5b531aec,False,
txn_8978a3cefb,False,
txn_f41223940b,False,
txn_131bd9d848,False,
txn_2c13453e51,False,
txn_bf6678e80d,False,
txn_eee2a9c7fa,False,
txn_09a40f0882,False,
txn_18caaa74b7,False,
txn_d430e418cd,False,
txn_a8d4259731,False,
txn_c89707e447,False,
txn_7f6bf66c0d,False,
txn_b971de18b1,False,
txn_29b2bd4f89,False,
txn_5947b1cf5c,False,
txn_24f6768197,False,
txn_524d17da29,False,
txn_4dffed9899,False,
txn_da6ff97b6f,False,
txn_a9ba0dc46a,False,
txn_50c94c7b91,False,
txn_ed6b50b730,False,
txn_3744c60658,False,
txn_dddd00494c,False,
txn_dec6fac28a,False,
txn_d0c9eb2fc1,False,
txn_3639c1f0ea,False,
txn_794121252b,False,
txn_6de846f7ac,False,
txn_996247392e,False,
txn_ab7bb9620f,False,
txn_6bfd8b943d,False,
txn_d467d9d899,False,
txn_9351052208,False,
txn_c7508c49df,False,
txn_86469e60a8,False,
txn_0b99b408e4,False,
txn_16d17e3f44,False,
txn_a402347261,False,
txn_05cf9be2b9,False,
txn_33aacc49d6,False,
txn_3706ec93ae,False,
txn_d4e1f63298,False,
txn_b34b5ce64f,False,
txn_0888198002,False,
txn_aca1b5bc4a,False,
txn_78efde9bd8,False,
txn_61ad91f5ec,False,
txn_5f042ab04e,False,
txn_c7c052564b,False,
txn_432c22a919,False,
txn_9b6bb97750,False,
txn_98fb243c75,False,
txn_f884e5ebda,False,
txn_8a747eaf9a,False,
txn_90d18abe16,False,
txn_b3661fd688,False,
txn_3a95ad23ea,False,
txn_7344c2ffa1,False,
txn_056a80ce3f,False,
txn_087658ddb9,False,
txn_039876b979,False,
txn_10bf94d117,False,
txn_5f13b90af1,False,
txn_0da4c9e4e4,False,
txn_70719257e1,True,ring_07
txn_9b5e69b64c,True,ring_07
txn_223820ca8c,False,
txn_8d4acd70cb,True,ring_07
txn_5042349d94,False,
txn_a59c295631,False,
txn_8ce0631265,False,
txn_2f898b63f3,False,
txn_d44e8e6788,False,
txn_32c6e5f5c7,True,ring_07
txn_1ba14e5905,False,
txn_2b4d5122c8,False,
txn_993c267f4f,False,
txn_5e76421ef4,False,
txn_8fd918913a,False,
txn_3624910873,True,ring_07
txn_f1bd9ca685,True,ring_07
txn_9c03abaffb,True,ring_07
txn_ffbba289e3,False,
txn_356cf9cca5,False,
txn_a3bafc2872,False,
txn_e6f38693c9,True,ring_07
txn_7dd0488f77,False,
txn_6775472c4c,False,
txn_6d6353b6a3,True,ring_07
txn_12e73a0731,False,
txn_24ce1025f8,False,
txn_e409f07f32,False,
txn_4b5c200333,False,
txn_d9d1a40620,True,ring_07
txn_a29a2b8240,True,ring_07
txn_19646b7052,False,
txn_1d2318aee9,False,
txn_6d1b691277,False,
txn_0c6e24655d,False,
txn_0e5600367a,False,
txn_37ed28d68c,False,
txn_3b9a269e41,False,
txn_28a34b16f8,False,
txn_e05238c3ac,False,
txn_1e86c825f3,False,
txn_dc24cfeac0,False,
txn_408db5adf8,False,
txn_4267e132cf,False,
txn_ebd5ed961c,False,
txn_c064925dee,False,
txn_455dfbf78f,False,
txn_cd81676f58,False,
txn_4ae4d159fe,False,
txn_622661e9b6,False,
txn_9c55ddbbe6,False,
txn_55627a2a93,False,
txn_e988c9b905,False,
txn_0968a4e0f6,False,
txn_c42aea08c5,False,
txn_7a582363d8,False,
txn_6dcf603205,False,
txn_6a34518636,False,
txn_9beb0f0d16,False,
txn_a28daf5f83,False,
txn_38fc1fe0da,False,
txn_4d1c51ebfd,False,
txn_70ba1ca5aa,False,
txn_fdf0339a51,False,
txn_71f7fae4a4,False,
txn_484f1e88ab,False,
txn_1a9225a9fa,False,
txn_c98e8a0cf5,False,
txn_2093c5331d,False,
txn_882e09fa45,False,
txn_262a7e82ad,False,
txn_3e686ae40d,False,
txn_c809a6591e,False,
txn_9175c8c965,False,
txn_7e36eee588,False,
txn_6adf16502b,False,
txn_1f7f8d7673,False,
txn_f89b6958d3,False,
txn_c8b784b085,False,
txn_ff9ff5e46f,False,
txn_66e8a9c825,False,
txn_db92e2e138,False,
txn_ade86d37bf,False,
txn_38df95a3aa,False,
txn_1d3ad01f8b,False,
txn_e22c1a258e,False,
txn_b9b0cf4b95,False,
txn_40a5c67a8c,False,
txn_53c7161159,False,
txn_cac776ee13,False,
txn_65ae46b6d1,False,
txn_c7ee6e3b6d,False,
txn_ac38bfb4bc,False,
txn_463942855d,False,
txn_2418471ae1,False,
txn_8e21dfdd81,False,
txn_c9a004dbcf,False,
txn_6e527333ab,False,
txn_cb7fe410a3,False,
txn_8095f378b3,False,
txn_80da0f0cc1,False,
txn_66de382538,False,
txn_9bc92c9e87,False,
txn_8a9ea6e20b,False,
txn_581ca4e5a0,False,
txn_d2e417b951,False,
txn_47ce47bd8a,False,
txn_9990637423,False,
txn_0212ee7186,False,
txn_3c8813a5f8,False,
txn_c0d47dd303,False,
txn_2472a67653,False,
txn_694c9fcc2f,False,
txn_f799885260,False,
txn_1b8fc99641,False,
txn_06442e9385,False,
txn_1fe0c43268,False,
txn_7f9879a0c9,False,
txn_090514ca82,False,
txn_09553efe7d,False,
txn_bb6e36096b,False,
txn_eae5a609e4,False,
txn_bda0912651,False,
txn_fa9348a499,False,
txn_ed455cb540,False,
txn_f8a7c96a13,False,
txn_e3439ca2f3,False,
txn_96c74aa560,False,
txn_64238cc9ce,False,
txn_6c00a31fb4,False,
txn_7e4e48c209,False,
txn_674b6d6171,False,
txn_a6d880f0ce,False,
txn_bec2287538,False,
txn_b2b357af40,False,
txn_cfbea26dc5,False,
txn_8f7954c23d,False,
txn_06de7ec667,False,
txn_88b407b2c0,False,
txn_877973f25f,False,
txn_af2de329dd,False,
txn_79da3a5738,False,
txn_defaedab84,False,
txn_fa878c69b9,False,
txn_8883db0b4d,False,
txn_33da264af5,False,
txn_a80a72d35d,False,
txn_4ace49761d,False,
txn_c40dff0934,False,
txn_54bcff8261,False,
txn_ff4faab209,False,
txn_588784890e,False,
txn_912089b2a9,False,
txn_50d449b614,False,
txn_7cf4f2c4dc,False,
txn_d4e0e4104f,False,
txn_f6a38ea626,False,
txn_5e1e3c8099,False,
txn_a72669faa5,False,
txn_ddbe6c563a,False,
txn_4e52ad1d50,False,
txn_04bc974a5a,False,
txn_22572816c1,False,
txn_0a6abda008,False,
txn_7b63cbf685,False,
txn_3b7f59fa84,False,
txn_71d112364e,False,
txn_1b50be5396,False,
txn_b951fe8cfb,False,
txn_9548485530,False,
txn_5960697132,False,
txn_adcb75fa9f,False,
txn_acd20e5ff0,False,
txn_8bc84676e5,False,
txn_f7e30727c2,False,
txn_cb9515e424,False,
txn_937342f06a,False,
txn_1a6c6c5cc7,False,
txn_97a9fe62f3,False,
txn_409f13c2aa,False,
txn_9a2ebf1fa8,False,
txn_ba12d046c0,False,
txn_0ec7744ab5,False,
txn_0d348d9236,False,
txn_4aa7f51d04,False,
txn_c6856e0e5e,False,
txn_f5af9ba03f,False,
txn_ac7b0f557c,False,
txn_62c308b25f,False,
txn_5446a02c63,False,
txn_83eded5c85,False,
txn_ab805b2a62,False,
txn_dfec3dd290,False,
txn_bfeb4a8376,False,
txn_6b21a9c140,False,
txn_8987756cd9,False,
txn_be50cc331e,False,
txn_74cfd28f03,False,
txn_7c4b266948,False,
txn_915378575f,False,
txn_b81cc44894,False,
txn_268d575c75,False,
txn_65aff14dbb,False,
txn_34f2e2283a,False,
txn_502ef3311e,False,
txn_37a098edb0,False,
txn_92e266900c,False,
txn_eadc4674ce,False,
txn_a1f20b2434,False,
txn_c499265286,False,
txn_c4995181a1,False,
txn_7e1b1842af,False,
txn_dc1c529e35,False,
txn_bd6f58e87d,False,
txn_b11b7a2648,False,
txn_63e12e4462,False,
txn_d10de4d6bb,False,
txn_95361c6a77,False,
txn_b5631daa11,False,
txn_ab8cf7be8f,False,
txn_36e41b757b,False,
txn_e8df589afa,False,
txn_58a7cbe315,False,
txn_035ae36801,False,
txn_d7f0dbd12d,False,
txn_7feed35536,False,
txn_eab9a0ee27,False,
txn_bc1a0a1140,False,
txn_67a2a9c6a3,False,
txn_ab222d1358,False,
txn_9c512002c9,False,
txn_a138cce059,False,
txn_b07cfd48a8,False,
txn_5421a7d550,False,
txn_6d371b1501,False,
txn_d5667337b3,False,
txn_bc20859f46,False,
txn_69cd8aeff9,False,
txn_196b81495d,False,
txn_81d2b200db,False,
txn_980b18854b,False,
txn_a03b451f32,False,
txn_fb1c1a3116,False,
txn_3a1f200486,False,
txn_c5dd74ee82,False,
txn_7d3756d7ee,False,
txn_dc6982df43,False,
txn_294a536cab,False,
txn_10b66e6942,False,
txn_3097b2c99d,False,
txn_e86a6eb659,False,
txn_e74b3a63b2,False,
txn_2aa54ed881,False,
txn_d33eea0023,False,
txn_d66ace8af1,False,
txn_d61ed214ef,False,
txn_2b9a534357,False,
txn_5a6f6675f6,False,
txn_20bd58e082,False,
txn_4746699394,False,
txn_b9d10f6415,False,
txn_92da717b40,False,
